model,false_negative_to_false_positive_cost_ratio,forecast_alert_cutoff,calibration_days,cost_units,normalized_cost,true_positive_days,false_positive_days,false_negative_days,true_negative_days,precision,recall,f1
XGBoost (S2),1.0,1.22,220,77.0,0.35,38,34,43,105,0.5277777777777778,0.4691358024691358,0.49673202614379086
XGBoost (S2),1.0,1.23,220,79.0,0.35909090909090907,34,32,47,107,0.5151515151515151,0.41975308641975306,0.46258503401360546
XGBoost (S2),1.0,1.24,220,79.0,0.35909090909090907,32,30,49,109,0.5161290322580645,0.3950617283950617,0.44755244755244755
XGBoost (S2),1.0,1.25,220,75.0,0.3409090909090909,32,26,49,113,0.5517241379310345,0.3950617283950617,0.46043165467625896
XGBoost (S2),1.0,1.26,220,75.0,0.3409090909090909,29,23,52,116,0.5576923076923077,0.35802469135802467,0.4360902255639097
XGBoost (S2),1.0,1.27,220,78.0,0.35454545454545455,24,21,57,118,0.5333333333333333,0.2962962962962963,0.38095238095238093
XGBoost (S2),1.0,1.28,220,76.0,0.34545454545454546,24,19,57,120,0.5581395348837209,0.2962962962962963,0.3870967741935484
XGBoost (S2),1.0,1.29,220,77.0,0.35,22,18,59,121,0.55,0.2716049382716049,0.36363636363636365
XGBoost (S2),1.0,1.3,220,74.0,0.33636363636363636,21,14,60,125,0.6,0.25925925925925924,0.3620689655172414
XGBoost (S2),1.0,1.31,220,70.0,0.3181818181818182,20,9,61,130,0.6896551724137931,0.24691358024691357,0.36363636363636365
XGBoost (S2),1.0,1.32,220,70.0,0.3181818181818182,20,9,61,130,0.6896551724137931,0.24691358024691357,0.36363636363636365
XGBoost (S2),1.0,1.33,220,71.0,0.32272727272727275,15,5,66,134,0.75,0.18518518518518517,0.29702970297029707
XGBoost (S2),1.0,1.34,220,77.0,0.35,9,5,72,134,0.6428571428571429,0.1111111111111111,0.18947368421052632
XGBoost (S2),1.0,1.35,220,76.0,0.34545454545454546,9,4,72,135,0.6923076923076923,0.1111111111111111,0.19148936170212763
XGBoost (S2),1.0,1.36,220,76.0,0.34545454545454546,9,4,72,135,0.6923076923076923,0.1111111111111111,0.19148936170212763
XGBoost (S2),1.0,1.37,220,78.0,0.35454545454545455,6,3,75,136,0.6666666666666666,0.07407407407407407,0.13333333333333333
XGBoost (S2),1.0,1.38,220,78.0,0.35454545454545455,5,2,76,137,0.7142857142857143,0.06172839506172839,0.11363636363636363
XGBoost (S2),1.0,1.39,220,78.0,0.35454545454545455,5,2,76,137,0.7142857142857143,0.06172839506172839,0.11363636363636363
XGBoost (S2),1.0,1.4,220,77.0,0.35,5,1,76,138,0.8333333333333334,0.06172839506172839,0.1149425287356322
XGBoost (S2),1.0,1.41,220,78.0,0.35454545454545455,4,1,77,138,0.8,0.04938271604938271,0.09302325581395349
XGBoost (S2),1.0,1.42,220,79.0,0.35909090909090907,3,1,78,138,0.75,0.037037037037037035,0.07058823529411765
XGBoost (S2),1.0,1.43,220,79.0,0.35909090909090907,3,1,78,138,0.75,0.037037037037037035,0.07058823529411765
XGBoost (S2),1.0,1.44,220,81.0,0.36818181818181817,1,1,80,138,0.5,0.012345679012345678,0.024096385542168672
XGBoost (S2),1.0,1.45,220,81.0,0.36818181818181817,1,1,80,138,0.5,0.012345679012345678,0.024096385542168672
XGBoost (S2),1.0,1.46,220,82.0,0.37272727272727274,0,1,81,138,0.0,0.0,
XGBoost (S2),1.0,1.47,220,81.0,0.36818181818181817,0,0,81,139,,0.0,
XGBoost (S2),1.0,1.48,220,81.0,0.36818181818181817,0,0,81,139,,0.0,
XGBoost (S2),1.0,1.49,220,81.0,0.36818181818181817,0,0,81,139,,0.0,
XGBoost (S2),1.0,1.5,220,81.0,0.36818181818181817,0,0,81,139,,0.0,
XGBoost (S2),1.0,1.51,220,81.0,0.36818181818181817,0,0,81,139,,0.0,
XGBoost (S2),1.0,1.52,220,81.0,0.36818181818181817,0,0,81,139,,0.0,
XGBoost (S2),1.0,1.53,220,81.0,0.36818181818181817,0,0,81,139,,0.0,
XGBoost (S2),1.0,1.54,220,81.0,0.36818181818181817,0,0,81,139,,0.0,
XGBoost (S2),1.0,1.55,220,81.0,0.36818181818181817,0,0,81,139,,0.0,
XGBoost (S2),1.0,1.56,220,81.0,0.36818181818181817,0,0,81,139,,0.0,
XGBoost (S2),1.0,1.57,220,81.0,0.36818181818181817,0,0,81,139,,0.0,
XGBoost (S2),1.0,1.58,220,81.0,0.36818181818181817,0,0,81,139,,0.0,
XGBoost (S2),1.0,1.59,220,81.0,0.36818181818181817,0,0,81,139,,0.0,
XGBoost (S2),1.0,1.6,220,81.0,0.36818181818181817,0,0,81,139,,0.0,
XGBoost (S2),2.0,0.6,220,139.0,0.6318181818181818,81,139,0,0,0.36818181818181817,1.0,0.5382059800664452
XGBoost (S2),2.0,0.61,220,139.0,0.6318181818181818,81,139,0,0,0.36818181818181817,1.0,0.5382059800664452
XGBoost (S2),2.0,0.62,220,139.0,0.6318181818181818,81,139,0,0,0.36818181818181817,1.0,0.5382059800664452
XGBoost (S2),2.0,0.63,220,139.0,0.6318181818181818,81,139,0,0,0.36818181818181817,1.0,0.5382059800664452
XGBoost (S2),2.0,0.64,220,139.0,0.6318181818181818,81,139,0,0,0.36818181818181817,1.0,0.5382059800664452
XGBoost (S2),2.0,0.65,220,139.0,0.6318181818181818,81,139,0,0,0.36818181818181817,1.0,0.5382059800664452
XGBoost (S2),2.0,0.66,220,139.0,0.6318181818181818,81,139,0,0,0.36818181818181817,1.0,0.5382059800664452
XGBoost (S2),2.0,0.67,220,138.0,0.6272727272727273,81,138,0,1,0.3698630136986301,1.0,0.54
XGBoost (S2),2.0,0.68,220,138.0,0.6272727272727273,81,138,0,1,0.3698630136986301,1.0,0.54
XGBoost (S2),2.0,0.69,220,138.0,0.6272727272727273,81,138,0,1,0.3698630136986301,1.0,0.54
XGBoost (S2),2.0,0.7,220,137.0,0.6227272727272727,81,137,0,2,0.37155963302752293,1.0,0.5418060200668897
XGBoost (S2),2.0,0.71,220,137.0,0.6227272727272727,81,137,0,2,0.37155963302752293,1.0,0.5418060200668897
XGBoost (S2),2.0,0.72,220,137.0,0.6227272727272727,81,137,0,2,0.37155963302752293,1.0,0.5418060200668897
XGBoost (S2),2.0,0.73,220,137.0,0.6227272727272727,81,137,0,2,0.37155963302752293,1.0,0.5418060200668897
XGBoost (S2),2.0,0.74,220,136.0,0.6181818181818182,81,136,0,3,0.37327188940092165,1.0,0.5436241610738255
XGBoost (S2),2.0,0.75,220,135.0,0.6136363636363636,81,135,0,4,0.375,1.0,0.5454545454545454
XGBoost (S2),2.0,0.76,220,135.0,0.6136363636363636,81,135,0,4,0.375,1.0,0.5454545454545454
XGBoost (S2),2.0,0.77,220,135.0,0.6136363636363636,81,135,0,4,0.375,1.0,0.5454545454545454
XGBoost (S2),2.0,0.78,220,135.0,0.6136363636363636,81,135,0,4,0.375,1.0,0.5454545454545454
XGBoost (S2),2.0,0.79,220,134.0,0.6090909090909091,81,134,0,5,0.3767441860465116,1.0,0.5472972972972974
XGBoost (S2),2.0,0.8,220,133.0,0.6045454545454545,81,133,0,6,0.37850467289719625,1.0,0.5491525423728814
XGBoost (S2),2.0,0.81,220,133.0,0.6045454545454545,81,133,0,6,0.37850467289719625,1.0,0.5491525423728814
XGBoost (S2),2.0,0.82,220,133.0,0.6045454545454545,81,133,0,6,0.37850467289719625,1.0,0.5491525423728814
XGBoost (S2),2.0,0.83,220,135.0,0.6136363636363636,80,133,1,6,0.3755868544600939,0.9876543209876543,0.5442176870748299
XGBoost (S2),2.0,0.84,220,133.0,0.6045454545454545,80,131,1,8,0.3791469194312796,0.9876543209876543,0.547945205479452
XGBoost (S2),2.0,0.85,220,132.0,0.6,80,130,1,9,0.38095238095238093,0.9876543209876543,0.549828178694158
XGBoost (S2),2.0,0.86,220,130.0,0.5909090909090909,80,128,1,11,0.38461538461538464,0.9876543209876543,0.5536332179930796
XGBoost (S2),2.0,0.87,220,129.0,0.5863636363636363,80,127,1,12,0.3864734299516908,0.9876543209876543,0.5555555555555556
XGBoost (S2),2.0,0.88,220,131.0,0.5954545454545455,79,127,2,12,0.38349514563106796,0.9753086419753086,0.5505226480836237
XGBoost (S2),2.0,0.89,220,131.0,0.5954545454545455,79,127,2,12,0.38349514563106796,0.9753086419753086,0.5505226480836237
XGBoost (S2),2.0,0.9,220,130.0,0.5909090909090909,79,126,2,13,0.3853658536585366,0.9753086419753086,0.5524475524475524
XGBoost (S2),2.0,0.91,220,128.0,0.5818181818181818,79,124,2,15,0.3891625615763547,0.9753086419753086,0.5563380281690141
XGBoost (S2),2.0,0.92,220,129.0,0.5863636363636363,78,123,3,16,0.3880597014925373,0.9629629629629629,0.553191489361702
XGBoost (S2),2.0,0.93,220,130.0,0.5909090909090909,77,122,4,17,0.3869346733668342,0.9506172839506173,0.5499999999999999
XGBoost (S2),2.0,0.94,220,130.0,0.5909090909090909,76,120,5,19,0.3877551020408163,0.9382716049382716,0.5487364620938628
XGBoost (S2),2.0,0.95,220,128.0,0.5818181818181818,76,118,5,21,0.3917525773195876,0.9382716049382716,0.5527272727272727
XGBoost (S2),2.0,0.96,220,129.0,0.5863636363636363,75,117,6,22,0.390625,0.9259259259259259,0.5494505494505494
XGBoost (S2),2.0,0.97,220,130.0,0.5909090909090909,73,114,8,25,0.39037433155080214,0.9012345679012346,0.5447761194029851
XGBoost (S2),2.0,0.98,220,128.0,0.5818181818181818,73,112,8,27,0.3945945945945946,0.9012345679012346,0.5488721804511278
XGBoost (S2),2.0,0.99,220,128.0,0.5818181818181818,72,110,9,29,0.3956043956043956,0.8888888888888888,0.5475285171102662
XGBoost (S2),2.0,1.0,220,127.0,0.5772727272727273,71,107,10,32,0.398876404494382,0.8765432098765432,0.5482625482625483
XGBoost (S2),2.0,1.01,220,123.0,0.5590909090909091,71,103,10,36,0.40804597701149425,0.8765432098765432,0.5568627450980392
XGBoost (S2),2.0,1.02,220,119.0,0.5409090909090909,71,99,10,40,0.4176470588235294,0.8765432098765432,0.5657370517928286
XGBoost (S2),2.0,1.03,220,121.0,0.55,70,99,11,40,0.41420118343195267,0.8641975308641975,0.56
XGBoost (S2),2.0,1.04,220,119.0,0.5409090909090909,69,95,12,44,0.42073170731707316,0.8518518518518519,0.563265306122449
XGBoost (S2),2.0,1.05,220,118.0,0.5363636363636364,68,92,13,47,0.425,0.8395061728395061,0.5643153526970954
XGBoost (S2),2.0,1.06,220,117.0,0.5318181818181819,68,91,13,48,0.4276729559748428,0.8395061728395061,0.5666666666666667
XGBoost (S2),2.0,1.07,220,116.0,0.5272727272727272,67,88,14,51,0.432258064516129,0.8271604938271605,0.5677966101694915
XGBoost (S2),2.0,1.08,220,118.0,0.5363636363636364,66,88,15,51,0.42857142857142855,0.8148148148148148,0.5617021276595745
XGBoost (S2),2.0,1.09,220,117.0,0.5318181818181819,65,85,16,54,0.43333333333333335,0.8024691358024691,0.5627705627705628
XGBoost (S2),2.0,1.1,220,115.0,0.5227272727272727,65,83,16,56,0.4391891891891892,0.8024691358024691,0.5676855895196506
XGBoost (S2),2.0,1.11,220,115.0,0.5227272727272727,64,81,17,58,0.4413793103448276,0.7901234567901234,0.5663716814159292
XGBoost (S2),2.0,1.12,220,116.0,0.5272727272727272,62,78,19,61,0.44285714285714284,0.7654320987654321,0.5610859728506787
XGBoost (S2),2.0,1.13,220,114.0,0.5181818181818182,60,72,21,67,0.45454545454545453,0.7407407407407407,0.5633802816901408
XGBoost (S2),2.0,1.14,220,115.0,0.5227272727272727,58,69,23,70,0.4566929133858268,0.7160493827160493,0.5576923076923078
XGBoost (S2),2.0,1.15,220,115.0,0.5227272727272727,57,67,24,72,0.4596774193548387,0.7037037037037037,0.5560975609756097
XGBoost (S2),2.0,1.16,220,112.0,0.509090909090909,56,62,25,77,0.4745762711864407,0.691358024691358,0.5628140703517587
XGBoost (S2),2.0,1.17,220,118.0,0.5363636363636364,51,58,30,81,0.46788990825688076,0.6296296296296297,0.5368421052631579
XGBoost (S2),2.0,1.18,220,123.0,0.5590909090909091,47,55,34,84,0.46078431372549017,0.5802469135802469,0.5136612021857924
XGBoost (S2),2.0,1.19,220,119.0,0.5409090909090909,46,49,35,90,0.4842105263157895,0.5679012345679012,0.5227272727272726
XGBoost (S2),2.0,1.2,220,119.0,0.5409090909090909,45,47,36,92,0.4891304347826087,0.5555555555555556,0.5202312138728324
XGBoost (S2),2.0,1.21,220,122.0,0.5545454545454546,41,42,40,97,0.4939759036144578,0.5061728395061729,0.5
XGBoost (S2),2.0,1.22,220,120.0,0.5454545454545454,38,34,43,105,0.5277777777777778,0.4691358024691358,0.49673202614379086
XGBoost (S2),2.0,1.23,220,126.0,0.5727272727272728,34,32,47,107,0.5151515151515151,0.41975308641975306,0.46258503401360546
XGBoost (S2),2.0,1.24,220,128.0,0.5818181818181818,32,30,49,109,0.5161290322580645,0.3950617283950617,0.44755244755244755
XGBoost (S2),2.0,1.25,220,124.0,0.5636363636363636,32,26,49,113,0.5517241379310345,0.3950617283950617,0.46043165467625896
XGBoost (S2),2.0,1.26,220,127.0,0.5772727272727273,29,23,52,116,0.5576923076923077,0.35802469135802467,0.4360902255639097
XGBoost (S2),2.0,1.27,220,135.0,0.6136363636363636,24,21,57,118,0.5333333333333333,0.2962962962962963,0.38095238095238093
XGBoost (S2),2.0,1.28,220,133.0,0.6045454545454545,24,19,57,120,0.5581395348837209,0.2962962962962963,0.3870967741935484
XGBoost (S2),2.0,1.29,220,136.0,0.6181818181818182,22,18,59,121,0.55,0.2716049382716049,0.36363636363636365
XGBoost (S2),2.0,1.3,220,134.0,0.6090909090909091,21,14,60,125,0.6,0.25925925925925924,0.3620689655172414
XGBoost (S2),2.0,1.31,220,131.0,0.5954545454545455,20,9,61,130,0.6896551724137931,0.24691358024691357,0.36363636363636365
XGBoost (S2),2.0,1.32,220,131.0,0.5954545454545455,20,9,61,130,0.6896551724137931,0.24691358024691357,0.36363636363636365
XGBoost (S2),2.0,1.33,220,137.0,0.6227272727272727,15,5,66,134,0.75,0.18518518518518517,0.29702970297029707
XGBoost (S2),2.0,1.34,220,149.0,0.6772727272727272,9,5,72,134,0.6428571428571429,0.1111111111111111,0.18947368421052632
XGBoost (S2),2.0,1.35,220,148.0,0.6727272727272727,9,4,72,135,0.6923076923076923,0.1111111111111111,0.19148936170212763
XGBoost (S2),2.0,1.36,220,148.0,0.6727272727272727,9,4,72,135,0.6923076923076923,0.1111111111111111,0.19148936170212763
XGBoost (S2),2.0,1.37,220,153.0,0.6954545454545454,6,3,75,136,0.6666666666666666,0.07407407407407407,0.13333333333333333
XGBoost (S2),2.0,1.38,220,154.0,0.7,5,2,76,137,0.7142857142857143,0.06172839506172839,0.11363636363636363
XGBoost (S2),2.0,1.39,220,154.0,0.7,5,2,76,137,0.7142857142857143,0.06172839506172839,0.11363636363636363
XGBoost (S2),2.0,1.4,220,153.0,0.6954545454545454,5,1,76,138,0.8333333333333334,0.06172839506172839,0.1149425287356322
XGBoost (S2),2.0,1.41,220,155.0,0.7045454545454546,4,1,77,138,0.8,0.04938271604938271,0.09302325581395349
XGBoost (S2),2.0,1.42,220,157.0,0.7136363636363636,3,1,78,138,0.75,0.037037037037037035,0.07058823529411765
XGBoost (S2),2.0,1.43,220,157.0,0.7136363636363636,3,1,78,138,0.75,0.037037037037037035,0.07058823529411765
XGBoost (S2),2.0,1.44,220,161.0,0.7318181818181818,1,1,80,138,0.5,0.012345679012345678,0.024096385542168672
XGBoost (S2),2.0,1.45,220,161.0,0.7318181818181818,1,1,80,138,0.5,0.012345679012345678,0.024096385542168672
XGBoost (S2),2.0,1.46,220,163.0,0.740909090909091,0,1,81,138,0.0,0.0,
XGBoost (S2),2.0,1.47,220,162.0,0.7363636363636363,0,0,81,139,,0.0,
XGBoost (S2),2.0,1.48,220,162.0,0.7363636363636363,0,0,81,139,,0.0,
XGBoost (S2),2.0,1.49,220,162.0,0.7363636363636363,0,0,81,139,,0.0,
XGBoost (S2),2.0,1.5,220,162.0,0.7363636363636363,0,0,81,139,,0.0,
XGBoost (S2),2.0,1.51,220,162.0,0.7363636363636363,0,0,81,139,,0.0,
XGBoost (S2),2.0,1.52,220,162.0,0.7363636363636363,0,0,81,139,,0.0,
XGBoost (S2),2.0,1.53,220,162.0,0.7363636363636363,0,0,81,139,,0.0,
XGBoost (S2),2.0,1.54,220,162.0,0.7363636363636363,0,0,81,139,,0.0,
XGBoost (S2),2.0,1.55,220,162.0,0.7363636363636363,0,0,81,139,,0.0,
XGBoost (S2),2.0,1.56,220,162.0,0.7363636363636363,0,0,81,139,,0.0,
XGBoost (S2),2.0,1.57,220,162.0,0.7363636363636363,0,0,81,139,,0.0,
XGBoost (S2),2.0,1.58,220,162.0,0.7363636363636363,0,0,81,139,,0.0,
XGBoost (S2),2.0,1.59,220,162.0,0.7363636363636363,0,0,81,139,,0.0,
XGBoost (S2),2.0,1.6,220,162.0,0.7363636363636363,0,0,81,139,,0.0,
XGBoost (S2),5.0,0.6,220,139.0,0.6318181818181818,81,139,0,0,0.36818181818181817,1.0,0.5382059800664452
XGBoost (S2),5.0,0.61,220,139.0,0.6318181818181818,81,139,0,0,0.36818181818181817,1.0,0.5382059800664452
XGBoost (S2),5.0,0.62,220,139.0,0.6318181818181818,81,139,0,0,0.36818181818181817,1.0,0.5382059800664452
XGBoost (S2),5.0,0.63,220,139.0,0.6318181818181818,81,139,0,0,0.36818181818181817,1.0,0.5382059800664452
XGBoost (S2),5.0,0.64,220,139.0,0.6318181818181818,81,139,0,0,0.36818181818181817,1.0,0.5382059800664452
XGBoost (S2),5.0,0.65,220,139.0,0.6318181818181818,81,139,0,0,0.36818181818181817,1.0,0.5382059800664452
XGBoost (S2),5.0,0.66,220,139.0,0.6318181818181818,81,139,0,0,0.36818181818181817,1.0,0.5382059800664452
XGBoost (S2),5.0,0.67,220,138.0,0.6272727272727273,81,138,0,1,0.3698630136986301,1.0,0.54
XGBoost (S2),5.0,0.68,220,138.0,0.6272727272727273,81,138,0,1,0.3698630136986301,1.0,0.54
XGBoost (S2),5.0,0.69,220,138.0,0.6272727272727273,81,138,0,1,0.3698630136986301,1.0,0.54
XGBoost (S2),5.0,0.7,220,137.0,0.6227272727272727,81,137,0,2,0.37155963302752293,1.0,0.5418060200668897
XGBoost (S2),5.0,0.71,220,137.0,0.6227272727272727,81,137,0,2,0.37155963302752293,1.0,0.5418060200668897
XGBoost (S2),5.0,0.72,220,137.0,0.6227272727272727,81,137,0,2,0.37155963302752293,1.0,0.5418060200668897
XGBoost (S2),5.0,0.73,220,137.0,0.6227272727272727,81,137,0,2,0.37155963302752293,1.0,0.5418060200668897
XGBoost (S2),5.0,0.74,220,136.0,0.6181818181818182,81,136,0,3,0.37327188940092165,1.0,0.5436241610738255
XGBoost (S2),5.0,0.75,220,135.0,0.6136363636363636,81,135,0,4,0.375,1.0,0.5454545454545454
XGBoost (S2),5.0,0.76,220,135.0,0.6136363636363636,81,135,0,4,0.375,1.0,0.5454545454545454
XGBoost (S2),5.0,0.77,220,135.0,0.6136363636363636,81,135,0,4,0.375,1.0,0.5454545454545454
XGBoost (S2),5.0,0.78,220,135.0,0.6136363636363636,81,135,0,4,0.375,1.0,0.5454545454545454
XGBoost (S2),5.0,0.79,220,134.0,0.6090909090909091,81,134,0,5,0.3767441860465116,1.0,0.5472972972972974
XGBoost (S2),5.0,0.8,220,133.0,0.6045454545454545,81,133,0,6,0.37850467289719625,1.0,0.5491525423728814
XGBoost (S2),5.0,0.81,220,133.0,0.6045454545454545,81,133,0,6,0.37850467289719625,1.0,0.5491525423728814
XGBoost (S2),5.0,0.82,220,133.0,0.6045454545454545,81,133,0,6,0.37850467289719625,1.0,0.5491525423728814
XGBoost (S2),5.0,0.83,220,138.0,0.6272727272727273,80,133,1,6,0.3755868544600939,0.9876543209876543,0.5442176870748299
XGBoost (S2),5.0,0.84,220,136.0,0.6181818181818182,80,131,1,8,0.3791469194312796,0.9876543209876543,0.547945205479452
XGBoost (S2),5.0,0.85,220,135.0,0.6136363636363636,80,130,1,9,0.38095238095238093,0.9876543209876543,0.549828178694158
XGBoost (S2),5.0,0.86,220,133.0,0.6045454545454545,80,128,1,11,0.38461538461538464,0.9876543209876543,0.5536332179930796
XGBoost (S2),5.0,0.87,220,132.0,0.6,80,127,1,12,0.3864734299516908,0.9876543209876543,0.5555555555555556
XGBoost (S2),5.0,0.88,220,137.0,0.6227272727272727,79,127,2,12,0.38349514563106796,0.9753086419753086,0.5505226480836237
XGBoost (S2),5.0,0.89,220,137.0,0.6227272727272727,79,127,2,12,0.38349514563106796,0.9753086419753086,0.5505226480836237
XGBoost (S2),5.0,0.9,220,136.0,0.6181818181818182,79,126,2,13,0.3853658536585366,0.9753086419753086,0.5524475524475524
XGBoost (S2),5.0,0.91,220,134.0,0.6090909090909091,79,124,2,15,0.3891625615763547,0.9753086419753086,0.5563380281690141
XGBoost (S2),5.0,0.92,220,138.0,0.6272727272727273,78,123,3,16,0.3880597014925373,0.9629629629629629,0.553191489361702
XGBoost (S2),5.0,0.93,220,142.0,0.6454545454545455,77,122,4,17,0.3869346733668342,0.9506172839506173,0.5499999999999999
XGBoost (S2),5.0,0.94,220,145.0,0.6590909090909091,76,120,5,19,0.3877551020408163,0.9382716049382716,0.5487364620938628
XGBoost (S2),5.0,0.95,220,143.0,0.65,76,118,5,21,0.3917525773195876,0.9382716049382716,0.5527272727272727
XGBoost (S2),5.0,0.96,220,147.0,0.6681818181818182,75,117,6,22,0.390625,0.9259259259259259,0.5494505494505494
XGBoost (S2),5.0,0.97,220,154.0,0.7,73,114,8,25,0.39037433155080214,0.9012345679012346,0.5447761194029851
XGBoost (S2),5.0,0.98,220,152.0,0.6909090909090909,73,112,8,27,0.3945945945945946,0.9012345679012346,0.5488721804511278
XGBoost (S2),5.0,0.99,220,155.0,0.7045454545454546,72,110,9,29,0.3956043956043956,0.8888888888888888,0.5475285171102662
XGBoost (S2),5.0,1.0,220,157.0,0.7136363636363636,71,107,10,32,0.398876404494382,0.8765432098765432,0.5482625482625483
XGBoost (S2),5.0,1.01,220,153.0,0.6954545454545454,71,103,10,36,0.40804597701149425,0.8765432098765432,0.5568627450980392
XGBoost (S2),5.0,1.02,220,149.0,0.6772727272727272,71,99,10,40,0.4176470588235294,0.8765432098765432,0.5657370517928286
XGBoost (S2),5.0,1.03,220,154.0,0.7,70,99,11,40,0.41420118343195267,0.8641975308641975,0.56
XGBoost (S2),5.0,1.04,220,155.0,0.7045454545454546,69,95,12,44,0.42073170731707316,0.8518518518518519,0.563265306122449
XGBoost (S2),5.0,1.05,220,157.0,0.7136363636363636,68,92,13,47,0.425,0.8395061728395061,0.5643153526970954
XGBoost (S2),5.0,1.06,220,156.0,0.7090909090909091,68,91,13,48,0.4276729559748428,0.8395061728395061,0.5666666666666667
XGBoost (S2),5.0,1.07,220,158.0,0.7181818181818181,67,88,14,51,0.432258064516129,0.8271604938271605,0.5677966101694915
XGBoost (S2),5.0,1.08,220,163.0,0.740909090909091,66,88,15,51,0.42857142857142855,0.8148148148148148,0.5617021276595745
XGBoost (S2),5.0,1.09,220,165.0,0.75,65,85,16,54,0.43333333333333335,0.8024691358024691,0.5627705627705628
XGBoost (S2),5.0,1.1,220,163.0,0.740909090909091,65,83,16,56,0.4391891891891892,0.8024691358024691,0.5676855895196506
XGBoost (S2),5.0,1.11,220,166.0,0.7545454545454545,64,81,17,58,0.4413793103448276,0.7901234567901234,0.5663716814159292
XGBoost (S2),5.0,1.12,220,173.0,0.7863636363636364,62,78,19,61,0.44285714285714284,0.7654320987654321,0.5610859728506787
XGBoost (S2),5.0,1.13,220,177.0,0.8045454545454546,60,72,21,67,0.45454545454545453,0.7407407407407407,0.5633802816901408
XGBoost (S2),5.0,1.14,220,184.0,0.8363636363636363,58,69,23,70,0.4566929133858268,0.7160493827160493,0.5576923076923078
XGBoost (S2),5.0,1.15,220,187.0,0.85,57,67,24,72,0.4596774193548387,0.7037037037037037,0.5560975609756097
XGBoost (S2),5.0,1.16,220,187.0,0.85,56,62,25,77,0.4745762711864407,0.691358024691358,0.5628140703517587
XGBoost (S2),5.0,1.17,220,208.0,0.9454545454545454,51,58,30,81,0.46788990825688076,0.6296296296296297,0.5368421052631579
XGBoost (S2),5.0,1.18,220,225.0,1.0227272727272727,47,55,34,84,0.46078431372549017,0.5802469135802469,0.5136612021857924
XGBoost (S2),5.0,1.19,220,224.0,1.018181818181818,46,49,35,90,0.4842105263157895,0.5679012345679012,0.5227272727272726
XGBoost (S2),5.0,1.2,220,227.0,1.0318181818181817,45,47,36,92,0.4891304347826087,0.5555555555555556,0.5202312138728324
XGBoost (S2),5.0,1.21,220,242.0,1.1,41,42,40,97,0.4939759036144578,0.5061728395061729,0.5
XGBoost (S2),5.0,1.22,220,249.0,1.1318181818181818,38,34,43,105,0.5277777777777778,0.4691358024691358,0.49673202614379086
XGBoost (S2),5.0,1.23,220,267.0,1.2136363636363636,34,32,47,107,0.5151515151515151,0.41975308641975306,0.46258503401360546
XGBoost (S2),5.0,1.24,220,275.0,1.25,32,30,49,109,0.5161290322580645,0.3950617283950617,0.44755244755244755
XGBoost (S2),5.0,1.25,220,271.0,1.231818181818182,32,26,49,113,0.5517241379310345,0.3950617283950617,0.46043165467625896
XGBoost (S2),5.0,1.26,220,283.0,1.2863636363636364,29,23,52,116,0.5576923076923077,0.35802469135802467,0.4360902255639097
XGBoost (S2),5.0,1.27,220,306.0,1.3909090909090909,24,21,57,118,0.5333333333333333,0.2962962962962963,0.38095238095238093
XGBoost (S2),5.0,1.28,220,304.0,1.3818181818181818,24,19,57,120,0.5581395348837209,0.2962962962962963,0.3870967741935484
XGBoost (S2),5.0,1.29,220,313.0,1.4227272727272726,22,18,59,121,0.55,0.2716049382716049,0.36363636363636365
XGBoost (S2),5.0,1.3,220,314.0,1.4272727272727272,21,14,60,125,0.6,0.25925925925925924,0.3620689655172414
XGBoost (S2),5.0,1.31,220,314.0,1.4272727272727272,20,9,61,130,0.6896551724137931,0.24691358024691357,0.36363636363636365
XGBoost (S2),5.0,1.32,220,314.0,1.4272727272727272,20,9,61,130,0.6896551724137931,0.24691358024691357,0.36363636363636365
XGBoost (S2),5.0,1.33,220,335.0,1.5227272727272727,15,5,66,134,0.75,0.18518518518518517,0.29702970297029707
XGBoost (S2),5.0,1.34,220,365.0,1.6590909090909092,9,5,72,134,0.6428571428571429,0.1111111111111111,0.18947368421052632
XGBoost (S2),5.0,1.35,220,364.0,1.6545454545454545,9,4,72,135,0.6923076923076923,0.1111111111111111,0.19148936170212763
XGBoost (S2),5.0,1.36,220,364.0,1.6545454545454545,9,4,72,135,0.6923076923076923,0.1111111111111111,0.19148936170212763
XGBoost (S2),5.0,1.37,220,378.0,1.7181818181818183,6,3,75,136,0.6666666666666666,0.07407407407407407,0.13333333333333333
XGBoost (S2),5.0,1.38,220,382.0,1.7363636363636363,5,2,76,137,0.7142857142857143,0.06172839506172839,0.11363636363636363
XGBoost (S2),5.0,1.39,220,382.0,1.7363636363636363,5,2,76,137,0.7142857142857143,0.06172839506172839,0.11363636363636363
XGBoost (S2),5.0,1.4,220,381.0,1.731818181818182,5,1,76,138,0.8333333333333334,0.06172839506172839,0.1149425287356322
XGBoost (S2),5.0,1.41,220,386.0,1.7545454545454546,4,1,77,138,0.8,0.04938271604938271,0.09302325581395349
XGBoost (S2),5.0,1.42,220,391.0,1.7772727272727273,3,1,78,138,0.75,0.037037037037037035,0.07058823529411765
XGBoost (S2),5.0,1.43,220,391.0,1.7772727272727273,3,1,78,138,0.75,0.037037037037037035,0.07058823529411765
XGBoost (S2),5.0,1.44,220,401.0,1.8227272727272728,1,1,80,138,0.5,0.012345679012345678,0.024096385542168672
